0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,label
0.0,0.0,0.0,0.14321112632751465,-0.022791147232055664,-0.029957094751296154,0.23194849491119385,-0.12083083391189575,-0.029994338341055027,0.24714261293411255,-0.21416473388671875,-0.028325946591792217,0.24331605434417725,-0.2715877890586853,-0.015051318854091278,0.17518043518066406,-0.18038669228553772,-0.009331904873249641,0.15544992685317993,-0.24116834998130798,-0.06379792425781261,0.13688242435455322,-0.17398831248283386,-0.0894617918506242,0.1390799880027771,-0.13776132464408875,-0.10148993466049205,0.08052778244018555,-0.18027052283287048,-0.013503276333210579,0.07011580467224121,-0.23801672458648682,-0.08115993771701824,0.06801068782806396,-0.1503470242023468,-0.10071970853954326,0.07444411516189575,-0.11684578657150269,-0.10426012013107311,-0.000663459300994873,-0.1700085997581482,-0.024455140866336933,-0.00745624303817749,-0.2199254035949707,-0.0923883054032899,0.003011465072631836,-0.13892221450805664,-0.07613985572010051,0.0114976167678833,-0.10486087203025818,-0.05216024402528774,-0.06933161616325378,-0.15508517622947693,-0.03745737258344661,-0.07383185625076294,-0.18726056814193726,-0.08203561190515529,-0.06264683604240417,-0.13162460923194885,-0.06978404853492748,-0.05079615116119385,-0.10760045051574707,-0.0523969675973035,A
0.0,0.0,0.0,0.06177568435668945,-0.021170496940612793,-0.05440770451201615,0.08576315641403198,-0.0697847306728363,-0.08222370956315217,0.035750746726989746,-0.11129173636436462,-0.10539677355660615,-0.016296565532684326,-0.1330481767654419,-0.12980940554513154,0.10181021690368652,-0.16985493898391724,-0.048077605555192804,0.10697746276855469,-0.2512950897216797,-0.07797816757334886,0.10460340976715088,-0.3006248474121094,-0.10502326105012116,0.09816187620162964,-0.34061504900455475,-0.12446241442336259,0.04565441608428955,-0.1800999641418457,-0.04390116024984536,0.04979348182678223,-0.2693542242050171,-0.06661714975012956,0.04976475238800049,-0.3242580443620682,-0.09166343126668153,0.050921082496643066,-0.3661706894636154,-0.1108709162868422,-0.00710529088973999,-0.17282402515411377,-0.045839115867750024,-0.003002345561981201,-0.25297290086746216,-0.0682305878795546,-0.0007187128067016602,-0.30163487792015076,-0.08960444841756043,0.003406345844268799,-0.3404374271631241,-0.10381341342105088,-0.061558693647384644,-0.15328723192214966,-0.05324485142006097,-0.05677396059036255,-0.2136824131011963,-0.0731185114778441,-0.05406767129898071,-0.2509359121322632,-0.08355351153983293,-0.048219263553619385,-0.28368741273880005,-0.0904946363367003,B
0.0,0.0,0.0,-0.05399000644683838,-0.01598978042602539,-0.13519019331786808,-0.11139565706253052,-0.05233961343765259,-0.19541742350909885,-0.18644863367080688,-0.08095496892929077,-0.22526219930503544,-0.24807915091514587,-0.12138113379478455,-0.2519739016518372,0.012794256210327148,-0.15871024131774902,-0.15688807215545353,-0.03717309236526489,-0.24088215827941895,-0.17690496589992222,-0.1100156307220459,-0.258084237575531,-0.18774055387828525,-0.1682208776473999,-0.2542981803417206,-0.1907657876238602,0.011846721172332764,-0.16223031282424927,-0.07948472049091038,-0.04435986280441284,-0.24799582362174988,-0.09402828361842808,-0.11666291952133179,-0.263278990983963,-0.10944074090573963,-0.17341718077659607,-0.2513176202774048,-0.1198136478290337,-0.0003337264060974121,-0.15903308987617493,-0.005588934067674245,-0.04803609848022461,-0.23206228017807007,-0.013119302466549243,-0.11155009269714355,-0.24341648817062378,-0.03915074538443264,-0.16442838311195374,-0.2386854887008667,-0.0576113096997517,-0.01642310619354248,-0.15364325046539307,0.06044143740083996,-0.05789780616760254,-0.20481204986572266,0.04877730015661541,-0.10990405082702637,-0.2145879864692688,0.030142435096166764,-0.1571255922317505,-0.21193534135818481,0.017987565360925828,C
0.0,0.0,0.0,-0.02923107147216797,-0.020436763763427734,-0.10408799875946784,-0.0868576169013977,-0.052060455083847046,-0.14897683788510108,-0.17971229553222656,-0.06612962484359741,-0.17356750894757056,-0.25057587027549744,-0.08714717626571655,-0.19776538540097022,-0.010762214660644531,-0.16222324967384338,-0.1154599912879064,-0.04417961835861206,-0.24480539560317993,-0.14623037506314063,-0.057555198669433594,-0.2983422875404358,-0.16757369567127967,-0.05740463733673096,-0.34092703461647034,-0.18245681155892157,-0.042100369930267334,-0.1573159396648407,-0.06626137126656317,-0.1469654142856598,-0.19326895475387573,-0.11250038225622916,-0.2060016393661499,-0.1608985960483551,-0.13258918155403876,-0.21431589126586914,-0.1276564598083496,-0.1348604314443662,-0.07132011651992798,-0.14272573590278625,-0.022282004025299784,-0.15796229243278503,-0.16822272539138794,-0.062181019824464556,-0.20203745365142822,-0.13804668188095093,-0.08005637456150794,-0.20433199405670166,-0.11542552709579468,-0.08016560752363944,-0.09467059373855591,-0.125432550907135,0.014824776310007337,-0.16756635904312134,-0.12717682123184204,-0.019879849296529528,-0.19608861207962036,-0.10979139804840088,-0.035969132226426836,-0.19277304410934448,-0.09359937906265259,-0.03607515771361136,D
0.0,0.0,0.0,0.09100082516670227,-0.004054725170135498,-0.06468899886888835,0.1792987883090973,-0.03328794240951538,-0.10273733328861567,0.19422319531440735,-0.07483109831809998,-0.1399856765179095,0.1303788721561432,-0.09146904945373535,-0.17600468884987208,0.13816621899604797,-0.1788977086544037,-0.039596266707604855,0.13194337487220764,-0.2608415484428406,-0.0884816829471049,0.13862982392311096,-0.25815102458000183,-0.12564596127552363,0.13429346680641174,-0.21881777048110962,-0.14343565296215388,0.06518056988716125,-0.18844586610794067,-0.03537589650434825,0.0620441734790802,-0.2876184284687042,-0.08152786981148097,0.0696040689945221,-0.2648618221282959,-0.1109711934236941,0.07511624693870544,-0.21990343928337097,-0.12223904918712947,0.000611424446105957,-0.18351536989212036,-0.04042000289840075,-0.005717426538467407,-0.2780984938144684,-0.08327707242054316,0.010573893785476685,-0.25048327445983887,-0.09775058518928859,0.0171298086643219,-0.20026475191116333,-0.09750019352716777,-0.06330522894859314,-0.16613340377807617,-0.05249164219779345,-0.06131371855735779,-0.23802345991134644,-0.08554959636015269,-0.04384717345237732,-0.22214961051940918,-0.09490374814552638,-0.032919496297836304,-0.18467113375663757,-0.09509168159050319,E
0.0,0.0,0.0,-0.05240020155906677,-0.022162795066833496,-0.12976536143412432,-0.06649500131607056,-0.07573235034942627,-0.18650187540640673,-0.06993195414543152,-0.13950347900390625,-0.21520338941206774,-0.08501914143562317,-0.1958402395248413,-0.2401736675559505,0.02363911271095276,-0.1498902440071106,-0.1552885173617824,0.006475567817687988,-0.25350865721702576,-0.18782405543913683,-0.0012826323509216309,-0.3189307451248169,-0.20935027289976915,0.0043637752532958984,-0.36848853528499603,-0.22596257913698992,0.048998117446899414,-0.16349703073501587,-0.09914289403548082,0.03894400596618652,-0.2649504542350769,-0.13757488120188555,0.04045438766479492,-0.33389702439308167,-0.16437359142889818,0.04799079895019531,-0.38312478363513947,-0.18375360954394182,0.05687761306762695,-0.15977013111114502,-0.047767512386940325,0.09137260913848877,-0.2421567142009735,-0.08817421633591493,0.12470448017120361,-0.29489731788635254,-0.12217108148922762,0.15803223848342896,-0.3334510028362274,-0.14495146263232073,0.050765156745910645,-0.15244847536087036,-0.0035920996482445844,0.08375507593154907,-0.1947719156742096,-0.04151488084187349,0.11215919256210327,-0.22367557883262634,-0.06953493494381746,0.14563900232315063,-0.24777525663375854,-0.08921513695111116,F
0.0,0.0,0.0,0.07584846019744873,-0.01498037576675415,-0.04488177791142789,0.14731693267822266,-0.08793073892593384,-0.05415103033089963,0.1809116005897522,-0.15228000283241272,-0.05931166753077832,0.16868716478347778,-0.2010572850704193,-0.061003351657632265,0.11543655395507812,-0.15429115295410156,-0.03492364480996457,0.12244182825088501,-0.2372908592224121,-0.07691758692169515,0.12781226634979248,-0.28469783067703247,-0.10168913572931615,0.13503724336624146,-0.32977208495140076,-0.1186078768959078,0.05630040168762207,-0.15712285041809082,-0.031058246343377505,0.050655484199523926,-0.17170679569244385,-0.10054305016899434,0.03678244352340698,-0.10359454154968262,-0.11630254059934941,0.03208190202713013,-0.07179749011993408,-0.11176096469068852,0.0005251169204711914,-0.1508379876613617,-0.033664861767533694,-0.008101969957351685,-0.15862208604812622,-0.10415237963104573,-0.007340431213378906,-0.09503823518753052,-0.09697202414179174,-0.0017587840557098389,-0.06775522232055664,-0.07510441362762776,-0.05510130524635315,-0.14174729585647583,-0.03998348310494748,-0.058394670486450195,-0.14371925592422485,-0.09381805181408254,-0.05108499526977539,-0.09520232677459717,-0.09248823493624059,-0.040368109941482544,-0.07247596979141235,-0.07912810712957707,G
0.0,0.0,0.0,0.06717032194137573,-0.042438626289367676,-0.04153795958120554,0.09426385164260864,-0.10330849885940552,-0.04734892070848673,0.08491253852844238,-0.15171894431114197,-0.054416612243244344,0.07472801208496094,-0.1906462013721466,-0.05840239346582621,0.07842224836349487,-0.12721866369247437,-0.0064115193541738336,0.07053893804550171,-0.18587639927864075,-0.0436357860322687,0.05935680866241455,-0.22183865308761597,-0.0696544390972349,0.036509573459625244,-0.2573317289352417,-0.08559830904562205,0.02111765742301941,-0.12532204389572144,-0.012341333074459726,0.040902912616729736,-0.17777672410011292,-0.06149355367381304,0.04400765895843506,-0.2115110158920288,-0.08894139946062296,0.03457087278366089,-0.24540799856185913,-0.09857901603538721,-0.03674513101577759,-0.11450561881065369,-0.026695549940654928,-0.05773484706878662,-0.1344498097896576,-0.0997832831795904,-0.04148605465888977,-0.09334352612495422,-0.10890265971977442,-0.019979655742645264,-0.06779620051383972,-0.09179315388757914,-0.0911843478679657,-0.09695324301719666,-0.044513535207101995,-0.10804706811904907,-0.10908830165863037,-0.09974382490474909,-0.08899271488189697,-0.07966086268424988,-0.09915751636583536,-0.06322208046913147,-0.05971115827560425,-0.08507495046217173,H
0.0,0.0,0.0,0.0696520209312439,-0.05102801322937012,-0.018916297228770418,0.08247503638267517,-0.11090236902236938,-0.037641427935795946,0.06273552775382996,-0.15517830848693848,-0.06387980607314603,0.03414282202720642,-0.19156157970428467,-0.08502344367070691,-0.005586445331573486,-0.15564551949501038,-0.028102291272716684,0.007902920246124268,-0.2107982039451599,-0.08218573358817594,0.008608460426330566,-0.24908089637756348,-0.11257532563968198,0.006733119487762451,-0.28525254130363464,-0.12880219099088208,-0.060852497816085815,-0.14854368567466736,-0.047413713754849596,0.0420093834400177,-0.18113338947296143,-0.11360307362838284,0.1230384111404419,-0.20365548133850098,-0.13482310947938458,0.1860552430152893,-0.22252511978149414,-0.13875010189576642,-0.10623699426651001,-0.1340751349925995,-0.07229242053790585,0.03227323293685913,-0.13457274436950684,-0.15365565893216626,0.053144991397857666,-0.08584433794021606,-0.14178816554112927,0.052071720361709595,-0.05225151777267456,-0.10705019113584058,-0.135890394449234,-0.11217442154884338,-0.09973563578887479,-0.007919907569885254,-0.11085084080696106,-0.15130430039926068,0.01816532015800476,-0.07625797390937805,-0.13636241433187024,0.015643715858459473,-0.05155223608016968,-0.10887352702184216,H
0.0,0.0,0.0,0.026187151670455933,-0.06605726480484009,0.021338165043061963,0.02659815549850464,-0.12460881471633911,0.0015221285905226978,0.03388521075248718,-0.17169305682182312,-0.03192093199663759,0.03660529851913452,-0.21279653906822205,-0.05993764078789354,-0.08125215768814087,-0.15782251954078674,-0.0195850317793429,-0.033093780279159546,-0.2216918170452118,-0.06068959063463808,-0.01785874366760254,-0.2585828900337219,-0.07658154866271616,-0.006463110446929932,-0.2931019067764282,-0.08311834535174967,-0.0838659405708313,-0.14842578768730164,-0.05189290619068743,0.07705309987068176,-0.19511905312538147,-0.09172886958890558,0.16618600487709045,-0.21408292651176453,-0.09187250188165308,0.23106512427330017,-0.23178249597549438,-0.0875154470520556,-0.06523889303207397,-0.13358399271965027,-0.08411642512851358,0.10731777548789978,-0.14577624201774597,-0.11833477369123102,0.101919025182724,-0.11218991875648499,-0.09322449913793207,0.07465758919715881,-0.09009957313537598,-0.06686177453570963,-0.026104599237442017,-0.11605235934257507,-0.11702323308759333,0.107876718044281,-0.12026932835578918,-0.125732172043854,0.10534501075744629,-0.09432047605514526,-0.10156947723203302,0.07812812924385071,-0.0792190432548523,-0.07938335439735056,H
